NRCPTOT,NAME,state_code,county
162452,"Susquehanna County, Pennsylvania",Pennsylvania,115
241362,"Crawford County, Pennsylvania",Pennsylvania,39
618897,"Erie County, Pennsylvania",Pennsylvania,49
40092,"Fulton County, Pennsylvania",Pennsylvania,57
86304,"Juniata County, Pennsylvania",Pennsylvania,67
325253,"Schuylkill County, Pennsylvania",Pennsylvania,107
79870,"Wyoming County, Pennsylvania",Pennsylvania,131
302163,"Adams County, Pennsylvania",Pennsylvania,1
157416,"Armstrong County, Pennsylvania",Pennsylvania,5
87461,"Clinton County, Pennsylvania",Pennsylvania,35
153331,"Carbon County, Pennsylvania",Pennsylvania,25
470994,"Centre County, Pennsylvania",Pennsylvania,27
218951,"Northumberland County, Pennsylvania",Pennsylvania,97
191643,"Rice County, Minnesota",Minnesota,131
72958,"Meeker County, Minnesota",Minnesota,93
119185,"Morrison County, Minnesota",Minnesota,97
32792,"Pennington County, Minnesota",Minnesota,113
103414,"Steele County, Minnesota",Minnesota,147
43372,"Wilkin County, Minnesota",Minnesota,167
10049,"Red Lake County, Minnesota",Minnesota,125
50237,"Aitkin County, Minnesota",Minnesota,1
168691,"Clay County, Minnesota",Minnesota,27
54509,"Faribault County, Minnesota",Minnesota,43
38447,"Murray County, Minnesota",Minnesota,101
74883,"Fillmore County, Minnesota",Minnesota,45
154216,"Kandiyohi County, Minnesota",Minnesota,67
32975,"Lake County, Minnesota",Minnesota,75
97615,"Polk County, Minnesota",Minnesota,119
35977,"Rock County, Minnesota",Minnesota,133
44407,"Roseau County, Minnesota",Minnesota,135
46051,"Sibley County, Minnesota",Minnesota,143
11188,"Traverse County, Minnesota",Minnesota,155
27570,"Watonwan County, Minnesota",Minnesota,165
155587,"Becker County, Minnesota",Minnesota,5
5836151,"Hennepin County, Minnesota",Minnesota,53
21694,"Big Stone County, Minnesota",Minnesota,11
74735,"Brown County, Minnesota",Minnesota,15
35695,"Chippewa County, Minnesota",Minnesota,23
131089,"Cass County, Minnesota",Minnesota,21
27640,"Clearwater County, Minnesota",Minnesota,29
154310,"Goodhue County, Minnesota",Minnesota,49
68036,"Hubbard County, Minnesota",Minnesota,57
125949,"Isanti County, Minnesota",Minnesota,59
34698,"Jackson County, Minnesota",Minnesota,63
74994,"Martin County, Minnesota",Minnesota,91
115693,"Mower County, Minnesota",Minnesota,99
68608,"Nobles County, Minnesota",Minnesota,105
75725,"Pine County, Minnesota",Minnesota,115
486591,"Olmsted County, Minnesota",Minnesota,109
312149,"Sherburne County, Minnesota",Minnesota,141
42948,"Wadena County, Minnesota",Minnesota,159
113321,"Benton County, Minnesota",Minnesota,9
440967,"Carver County, Minnesota",Minnesota,19
90360,"Freeborn County, Minnesota",Minnesota,47
113667,"Itasca County, Minnesota",Minnesota,61
118634,"McLeod County, Minnesota",Minnesota,85
45565,"Pope County, Minnesota",Minnesota,121
1704312,"Ramsey County, Minnesota",Minnesota,123
29878,"Stevens County, Minnesota",Minnesota,149
25213,"Swift County, Minnesota",Minnesota,151
124893,"Winona County, Minnesota",Minnesota,169
36165,"Cottonwood County, Minnesota",Minnesota,33
578709,"Scott County, Minnesota",Minnesota,139
70240,"Dodge County, Minnesota",Minnesota,39
77670,"Wabasha County, Minnesota",Minnesota,157
33338,"Pipestone County, Minnesota",Minnesota,117
259624,"Crow Wing County, Minnesota",Minnesota,35
22883,"Norman County, Minnesota",Minnesota,107
443116,"Wright County, Minnesota",Minnesota,171
108241,"Nicollet County, Minnesota",Minnesota,103
172050,"Douglas County, Minnesota",Minnesota,41
24394,"Grant County, Minnesota",Minnesota,51
14118,"Kittson County, Minnesota",Minnesota,69
90345,"Le Sueur County, Minnesota",Minnesota,79
14348,"Mahnomen County, Minnesota",Minnesota,87
166468,"Chisago County, Minnesota",Minnesota,25
51753,"Redwood County, Minnesota",Minnesota,127
31512,"Yellow Medicine County, Minnesota",Minnesota,173
83875,"Todd County, Minnesota",Minnesota,153
122426,"Beltrami County, Minnesota",Minnesota,7
205536,"Blue Earth County, Minnesota",Minnesota,13
64179,"Houston County, Minnesota",Minnesota,55
25792,"Lac qui Parle County, Minnesota",Minnesota,73
15409,"Lake of the Woods County, Minnesota",Minnesota,77
228188,"Otter Tail County, Minnesota",Minnesota,111
56845,"Waseca County, Minnesota",Minnesota,161
479776,"St. Louis County, Minnesota",Minnesota,137
1081903,"Anoka County, Minnesota",Minnesota,3
593461,"Stearns County, Minnesota",Minnesota,145
1443779,"Dakota County, Minnesota",Minnesota,37
16604,"Lincoln County, Minnesota",Minnesota,81
88913,"Lyon County, Minnesota",Minnesota,83
23252,"Marshall County, Minnesota",Minnesota,89
71457,"Mille Lacs County, Minnesota",Minnesota,95
55213,"Renville County, Minnesota",Minnesota,129
896636,"Washington County, Minnesota",Minnesota,163
75844,"Carlton County, Minnesota",Minnesota,17
29733,"Cook County, Minnesota",Minnesota,31
51112,"Kanabec County, Minnesota",Minnesota,65
389193,"Beaver County, Pennsylvania",Pennsylvania,7
955043,"Northampton County, Pennsylvania",Pennsylvania,95
6787,"Cameron County, Pennsylvania",Pennsylvania,23
114015,"Venango County, Pennsylvania",Pennsylvania,121
3229798,"Bucks County, Pennsylvania",Pennsylvania,17
633355,"Lackawanna County, Pennsylvania",Pennsylvania,69
1122327,"Lehigh County, Pennsylvania",Pennsylvania,77
88884,"McKean County, Pennsylvania",Pennsylvania,83
266369,"Fayette County, Pennsylvania",Pennsylvania,51
121926,"Clarion County, Pennsylvania",Pennsylvania,31
4587010,"Montgomery County, Pennsylvania",Pennsylvania,91
183755,"Clearfield County, Pennsylvania",Pennsylvania,33
62354,"Greene County, Pennsylvania",Pennsylvania,59
413809,"Lebanon County, Pennsylvania",Pennsylvania,75
292538,"Lycoming County, Pennsylvania",Pennsylvania,81
942350,"Luzerne County, Pennsylvania",Pennsylvania,79
47436,"Montour County, Pennsylvania",Pennsylvania,93
89658,"Warren County, Pennsylvania",Pennsylvania,123
151896,"Columbia County, Pennsylvania",Pennsylvania,37
615900,"Butler County, Pennsylvania",Pennsylvania,19
66486,"Elk County, Pennsylvania",Pennsylvania,47
139125,"Jefferson County, Pennsylvania",Pennsylvania,65
2313879,"Lancaster County, Pennsylvania",Pennsylvania,71
312967,"Mercer County, Pennsylvania",Pennsylvania,85
140685,"Perry County, Pennsylvania",Pennsylvania,99
53099,"Potter County, Pennsylvania",Pennsylvania,105
23324,"Sullivan County, Pennsylvania",Pennsylvania,113
103322,"Tioga County, Pennsylvania",Pennsylvania,117
418980,"Newport County, Rhode Island",Rhode Island,5
609801,"Kent County, Rhode Island",Rhode Island,3
2010451,"Providence County, Rhode Island",Rhode Island,7
222650,"Bristol County, Rhode Island",Rhode Island,1
625163,"Washington County, Rhode Island",Rhode Island,9
423613,"Aiken County, South Carolina",South Carolina,3
10260,"Allendale County, South Carolina",South Carolina,5
71805,"Newberry County, South Carolina",South Carolina,71
55594,"Edgefield County, South Carolina",South Carolina,37
57102,"Chester County, South Carolina",South Carolina,23
82863,"Clarendon County, South Carolina",South Carolina,27
128585,"Colleton County, South Carolina",South Carolina,29
53650,"Marion County, South Carolina",South Carolina,67
234193,"Sumter County, South Carolina",South Carolina,85
902996,"Lexington County, South Carolina",South Carolina,63
199210,"Oconee County, South Carolina",South Carolina,73
38917,"Barnwell County, South Carolina",South Carolina,11
636134,"Berkeley County, South Carolina",South Carolina,15
2294064,"Charleston County, South Carolina",South Carolina,19
124877,"Darlington County, South Carolina",South Carolina,31
253744,"Georgetown County, South Carolina",South Carolina,43
34453,"Marlboro County, South Carolina",South Carolina,69
767807,"York County, South Carolina",South Carolina,91
556204,"Anderson County, South Carolina",South Carolina,7
89481,"Cherokee County, South Carolina",South Carolina,21
82024,"Chesterfield County, South Carolina",South Carolina,25
143147,"Greenwood County, South Carolina",South Carolina,47
100745,"Jasper County, South Carolina",South Carolina,53
1331711,"Horry County, South Carolina",South Carolina,51
183152,"Kershaw County, South Carolina",South Carolina,55
26104,"Lee County, South Carolina",South Carolina,61
173368,"Orangeburg County, South Carolina",South Carolina,75
1033429,"Spartanburg County, South Carolina",South Carolina,83
51265,"Abbeville County, South Carolina",South Carolina,1
19775,"Bamberg County, South Carolina",South Carolina,9
937042,"Beaufort County, South Carolina",South Carolina,13
44698,"Calhoun County, South Carolina",South Carolina,17
52822,"Dillon County, South Carolina",South Carolina,33
36446,"Saluda County, South Carolina",South Carolina,81
1261843,"Richland County, South Carolina",South Carolina,79
41731,"Fairfield County, South Carolina",South Carolina,39
38072,"Hampton County, South Carolina",South Carolina,49
1967568,"Greenville County, South Carolina",South Carolina,45
234536,"Lancaster County, South Carolina",South Carolina,57
434453,"Dorchester County, South Carolina",South Carolina,35
354373,"Florence County, South Carolina",South Carolina,41
139153,"Laurens County, South Carolina",South Carolina,59
18723,"McCormick County, South Carolina",South Carolina,65
356750,"Pickens County, South Carolina",South Carolina,77
38348,"Union County, South Carolina",South Carolina,87
57135,"Williamsburg County, South Carolina",South Carolina,89
9031,"Aurora County, South Dakota",South Dakota,3
21467,"Grant County, South Dakota",South Dakota,51
90771,"Marion County, Alabama",Alabama,93
46187,"Monroe County, Alabama",Alabama,99
72048,"Lawrence County, Alabama",Alabama,79
485585,"Lee County, Alabama",Alabama,81
32989,"Pickens County, Alabama",Alabama,107
26445,"Sumter County, Alabama",Alabama,119
2337503,"Jefferson County, Alabama",Alabama,73
26202,"Choctaw County, Alabama",Alabama,23
82419,"Franklin County, Alabama",Alabama,59
40151,"Marengo County, Alabama",Alabama,91
108339,"Russell County, Alabama",Alabama,113
85805,"Cherokee County, Alabama",Alabama,19
83778,"Covington County, Alabama",Alabama,39
28949,"Crenshaw County, Alabama",Alabama,41
70942,"Dallas County, Alabama",Alabama,47
337127,"Lauderdale County, Alabama",Alabama,77
23228,"Lowndes County, Alabama",Alabama,85
25287,"Macon County, Alabama",Alabama,87
269191,"Limestone County, Alabama",Alabama,83
973812,"Shelby County, Alabama",Alabama,117
240802,"St. Clair County, Alabama",Alabama,115
81168,"Winston County, Alabama",Alabama,133
1018685,"Baldwin County, Alabama",Alabama,3
287394,"Cullman County, Alabama",Alabama,43
245501,"Elmore County, Alabama",Alabama,51
346993,"Houston County, Alabama",Alabama,69
128930,"Jackson County, Alabama",Alabama,71
174904,"Talladega County, Alabama",Alabama,121
633778,"Tuscaloosa County, Alabama",Alabama,125
30437,"Washington County, Alabama",Alabama,129
38751,"Clay County, Alabama",Alabama,27
101938,"Coffee County, Alabama",Alabama,31
328295,"Morgan County, Alabama",Alabama,103
72847,"Pike County, Alabama",Alabama,109
124471,"Chilton County, Alabama",Alabama,21
143567,"Colbert County, Alabama",Alabama,33
16007,"Coosa County, Alabama",Alabama,37
89524,"Dale County, Alabama",Alabama,45
28576,"Hale County, Alabama",Alabama,65
345032,"Etowah County, Alabama",Alabama,55
246452,"DeKalb County, Alabama",Alabama,49
69621,"Escambia County, Alabama",Alabama,53
38183,"Lamar County, Alabama",Alabama,75
52218,"Randolph County, Alabama",Alabama,111
42716,"Butler County, Alabama",Alabama,13
1181691,"Mobile County, Alabama",Alabama,97
16002,"Perry County, Alabama",Alabama,105
147118,"Walker County, Alabama",Alabama,127
40735,"Cleburne County, Alabama",Alabama,29
24378,"Conecuh County, Alabama",Alabama,35
13777,"Greene County, Alabama",Alabama,63
47461,"Barbour County, Alabama",Alabama,5
45580,"Bibb County, Alabama",Alabama,7
17265,"Bullock County, Alabama",Alabama,11
263280,"Calhoun County, Alabama",Alabama,15
65620,"Chambers County, Alabama",Alabama,17
59278,"Clarke County, Alabama",Alabama,25
39940,"Fayette County, Alabama",Alabama,57
676639,"Montgomery County, Alabama",Alabama,101
351944,"Marshall County, Alabama",Alabama,95
158767,"Blount County, Alabama",Alabama,9
43833,"Henry County, Alabama",Alabama,67
1086467,"Madison County, Alabama",Alabama,89
130175,"Autauga County, Alabama",Alabama,1
125558,"Tallapoosa County, Alabama",Alabama,123
68229,"Geneva County, Alabama",Alabama,61
19725,"Wilcox County, Alabama",Alabama,131
12435,"Aleutians West Census Area, Alaska",Alaska,16
10494,"Bristol Bay Borough, Alaska",Alaska,60
86500,"Kodiak Island Borough, Alaska",Alaska,150
7937,"Northwest Arctic Borough, Alaska",Alaska,188
19876,"Bethel Census Area, Alaska",Alaska,50
7544,"North Slope Borough, Alaska",Alaska,185
78671,"Sitka City and Borough, Alaska",Alaska,220
236219,"Fairbanks North Star Borough, Alaska",Alaska,90
82387,"Ketchikan Gateway Borough, Alaska",Alaska,130
343488,"Matanuska-Susitna Borough, Alaska",Alaska,170
15872,"Nome Census Area, Alaska",Alaska,180
41280,"Dillingham Census Area, Alaska",Alaska,70
16828,"Haines Borough, Alaska",Alaska,100
6156,"Yakutat City and Borough, Alaska",Alaska,282
141511,"Juneau City and Borough, Alaska",Alaska,110
7958,"Lake and Peninsula Borough, Alaska",Alaska,164
20550,"Southeast Fairbanks Census Area, Alaska",Alaska,240
7850,"Yukon-Koyukuk Census Area, Alaska",Alaska,290
1147120,"Anchorage Municipality, Alaska",Alaska,20
17445,"Deuel County, South Dakota",South Dakota,39
25940,"Tripp County, South Dakota",South Dakota,123
11211,"Lyman County, South Dakota",South Dakota,85
3683,"Ziebach County, South Dakota",South Dakota,137
22454,"Spink County, South Dakota",South Dakota,115
19532,"Bon Homme County, South Dakota",South Dakota,9
26017,"Brule County, South Dakota",South Dakota,15
104701,"Brookings County, South Dakota",South Dakota,11
18800,"Fall River County, South Dakota",South Dakota,47
17645,"Gregory County, South Dakota",South Dakota,53
19468,"Hamlin County, South Dakota",South Dakota,57
7040,"Jackson County, South Dakota",South Dakota,71
780449,"Minnehaha County, South Dakota",South Dakota,99
41150,"Custer County, South Dakota",South Dakota,33
5185,"Hyde County, South Dakota",South Dakota,69
13260,"Clark County, South Dakota",South Dakota,25
10682,"Faulk County, South Dakota",South Dakota,49
21407,"Hutchinson County, South Dakota",South Dakota,67
20278,"Kingsbury County, South Dakota",South Dakota,77
22068,"Walworth County, South Dakota",South Dakota,129
766,"Buffalo County, South Dakota",South Dakota,17
41672,"Clay County, South Dakota",South Dakota,27
19248,"Day County, South Dakota",South Dakota,37
11207,"Dewey County, South Dakota",South Dakota,41
13503,"Douglas County, South Dakota",South Dakota,43
6919,"Harding County, South Dakota",South Dakota,63
68586,"Hughes County, South Dakota",South Dakota,65
9498,"McPherson County, South Dakota",South Dakota,89
25258,"Roberts County, South Dakota",South Dakota,109
8108,"Sanborn County, South Dakota",South Dakota,111
10170,"Sully County, South Dakota",South Dakota,119
298387,"Lincoln County, South Dakota",South Dakota,83
15143,"Hand County, South Dakota",South Dakota,59
45177,"Lake County, South Dakota",South Dakota,79
125527,"Lawrence County, South Dakota",South Dakota,81
67820,"Yankton County, South Dakota",South Dakota,135
97616,"Codington County, South Dakota",South Dakota,29
52631,"Beadle County, South Dakota",South Dakota,5
39787,"Butte County, South Dakota",South Dakota,19
4281,"Corson County, South Dakota",South Dakota,31
69792,"Davison County, South Dakota",South Dakota,35
25439,"Edmunds County, South Dakota",South Dakota,45
6146,"Campbell County, South Dakota",South Dakota,21
6429,"Jerauld County, South Dakota",South Dakota,73
5236,"Bennett County, South Dakota",South Dakota,7
12540,"Haakon County, South Dakota",South Dakota,55
18497,"Stanley County, South Dakota",South Dakota,117
5079,"Jones County, South Dakota",South Dakota,75
102126,"Meade County, South Dakota",South Dakota,93
14280,"Potter County, South Dakota",South Dakota,107
35356,"Turner County, South Dakota",South Dakota,125
193858,"Brown County, South Dakota",South Dakota,13
24149,"Charles Mix County, South Dakota",South Dakota,23
15388,"Hanson County, South Dakota",South Dakota,61
21889,"McCook County, South Dakota",South Dakota,87
17941,"Marshall County, South Dakota",South Dakota,91
4776,"Mellette County, South Dakota",South Dakota,95
23527,"Moody County, South Dakota",South Dakota,101
9444,"Perkins County, South Dakota",South Dakota,105
402245,"Pennington County, South Dakota",South Dakota,103
4621,"Todd County, South Dakota",South Dakota,121
102136,"Union County, South Dakota",South Dakota,127
9681,"Miner County, South Dakota",South Dakota,97
8198,"Oglala Lakota County, South Dakota",South Dakota,102
159186,"Coffee County, Tennessee",Tennessee,31
173036,"Fayette County, Tennessee",Tennessee,47
15699,"Hancock County, Tennessee",Tennessee,67
103226,"Hawkins County, Tennessee",Tennessee,73
42025,"Johnson County, Tennessee",Tennessee,91
105153,"Lincoln County, Tennessee",Tennessee,103
84906,"Macon County, Tennessee",Tennessee,111
22583,"Moore County, Tennessee",Tennessee,127
274480,"Robertson County, Tennessee",Tennessee,147
102692,"Franklin County, Tennessee",Tennessee,51
433296,"Blount County, Tennessee",Tennessee,9
189906,"Cheatham County, Tennessee",Tennessee,21
108659,"Carter County, Tennessee",Tennessee,19
71556,"Grainger County, Tennessee",Tennessee,57
92360,"Giles County, Tennessee",Tennessee,55
55904,"Lauderdale County, Tennessee",Tennessee,97
138889,"Lawrence County, Tennessee",Tennessee,99
304331,"Madison County, Tennessee",Tennessee,113
73903,"Marion County, Tennessee",Tennessee,115
87106,"Overton County, Tennessee",Tennessee,133
295369,"Kenai Peninsula Borough, Alaska",Alaska,122
17388,"Aleutians East Borough, Alaska",Alaska,13
8676,"Denali Borough, Alaska",Alaska,68
54509,"Valdez-Cordova Census Area, Alaska",Alaska,261
11217,"Hoonah-Angoon Census Area, Alaska",Alaska,105
6990,"Skagway Municipality, Alaska",Alaska,230
26227,"Prince of Wales-Hyder Census Area, Alaska",Alaska,198
14559,"Wrangell City and Borough, Alaska",Alaska,275
62806,"Petersburg Borough, Alaska",Alaska,195
5341,"Kusilvak Census Area, Alaska",Alaska,158
2808010,"Pima County, Arizona",Arizona,19
16975695,"Maricopa County, Arizona",Arizona,13
133389,"Gila County, Arizona",Arizona,7
66132,"Graham County, Arizona",Arizona,9
214956,"Santa Cruz County, Arizona",Arizona,23
221759,"Cochise County, Arizona",Arizona,3
36350,"La Paz County, Arizona",Arizona,12
557566,"Mohave County, Arizona",Arizona,15
66243,"Apache County, Arizona",Arizona,1
406422,"Coconino County, Arizona",Arizona,5
868648,"Yavapai County, Arizona",Arizona,25
391250,"Yuma County, Arizona",Arizona,27
4575,"Greenlee County, Arizona",Arizona,11
199933,"Navajo County, Arizona",Arizona,17
768151,"Pinal County, Arizona",Arizona,21
17238,"Nevada County, Arkansas",Arkansas,99
38334,"Clay County, Arkansas",Arkansas,21
55390,"Cross County, Arkansas",Arkansas,37
13457,"Dallas County, Arkansas",Arkansas,39
55372,"Drew County, Arkansas",Arkansas,43
55109,"Columbia County, Arkansas",Arkansas,27
61435,"Randolph County, Arkansas",Arkansas,121
376202,"Saline County, Arkansas",Arkansas,125
40647,"Van Buren County, Arkansas",Arkansas,141
128712,"Boone County, Arkansas",Arkansas,9
37529,"Izard County, Arkansas",Arkansas,65
104569,"Independence County, Arkansas",Arkansas,63
27375,"Lincoln County, Arkansas",Arkansas,79
42310,"Logan County, Arkansas",Arkansas,83
49567,"Grant County, Arkansas",Arkansas,53
136532,"Crittenden County, Arkansas",Arkansas,35
40010,"Franklin County, Arkansas",Arkansas,47
369743,"Faulkner County, Arkansas",Arkansas,45
39390,"Pike County, Arkansas",Arkansas,109
134678,"Jefferson County, Arkansas",Arkansas,69
37997,"Marion County, Arkansas",Arkansas,89
31453,"Montgomery County, Arkansas",Arkansas,97
21671,"Scott County, Arkansas",Arkansas,127
33676,"Searcy County, Arkansas",Arkansas,129
461434,"Sebastian County, Arkansas",Arkansas,131
181141,"Crawford County, Arkansas",Arkansas,33
924345,"Benton County, Arkansas",Arkansas,7
20204,"Chicot County, Arkansas",Arkansas,17
71846,"Hot Spring County, Arkansas",Arkansas,59
51565,"Johnson County, Arkansas",Arkansas,71
24507,"Lee County, Arkansas",Arkansas,77
50539,"Madison County, Arkansas",Arkansas,87
29198,"Desha County, Arkansas",Arkansas,41
32038,"Fulton County, Arkansas",Arkansas,49
34747,"Howard County, Arkansas",Arkansas,61
361240,"Garland County, Arkansas",Arkansas,51
75329,"Mississippi County, Arkansas",Arkansas,93
152595,"Pope County, Arkansas",Arkansas,115
21329,"Prairie County, Arkansas",Arkansas,117
121266,"Union County, Arkansas",Arkansas,139
18022,"Woodruff County, Arkansas",Arkansas,147
90462,"Cleburne County, Arkansas",Arkansas,23
13508,"Cleveland County, Arkansas",Arkansas,25
30205,"Jackson County, Arkansas",Arkansas,67
40426,"Hempstead County, Arkansas",Arkansas,57
43266,"Sharp County, Arkansas",Arkansas,135
43269,"Stone County, Arkansas",Arkansas,137
871235,"Washington County, Arkansas",Arkansas,143
143055,"Baxter County, Arkansas",Arkansas,5
41857,"Ashley County, Arkansas",Arkansas,3
403084,"Craighead County, Arkansas",Arkansas,31
135040,"Greene County, Arkansas",Arkansas,55
11390,"Lafayette County, Arkansas",Arkansas,73
33339,"Perry County, Arkansas",Arkansas,105
43752,"Phillips County, Arkansas",Arkansas,107
54824,"Poinsett County, Arkansas",Arkansas,111
40588,"Sevier County, Arkansas",Arkansas,133
45878,"Yell County, Arkansas",Arkansas,149
7737,"Calhoun County, Arkansas",Arkansas,13
51066,"Clark County, Arkansas",Arkansas,19
27576,"Bradley County, Arkansas",Arkansas,11
54840,"Lawrence County, Arkansas",Arkansas,75
30625,"Trousdale County, Tennessee",Tennessee,169
24834,"Pickett County, Tennessee",Tennessee,137
862935,"Sumner County, Tennessee",Tennessee,165
40923,"Wayne County, Tennessee",Tennessee,181
2067974,"Williamson County, Tennessee",Tennessee,187
158879,"Bedford County, Tennessee",Tennessee,3
24065,"Clay County, Tennessee",Tennessee,27
169621,"Greene County, Tennessee",Tennessee,59
198389,"Cumberland County, Tennessee",Tennessee,35
3158759,"Shelby County, Tennessee",Tennessee,157
18141,"Van Buren County, Tennessee",Tennessee,175
78801,"Claiborne County, Tennessee",Tennessee,25
77874,"Henderson County, Tennessee",Tennessee,77
77251,"Hickman County, Tennessee",Tennessee,81
50571,"Humphreys County, Tennessee",Tennessee,85
153000,"Jefferson County, Tennessee",Tennessee,89
313990,"Putnam County, Tennessee",Tennessee,141
42535,"Sequatchie County, Tennessee",Tennessee,153
446716,"Sevier County, Tennessee",Tennessee,155
31860,"Stewart County, Tennessee",Tennessee,161
63641,"Carroll County, Tennessee",Tennessee,17
49933,"Chester County, Tennessee",Tennessee,23
36487,"Decatur County, Tennessee",Tennessee,39
4435826,"Davidson County, Tennessee",Tennessee,37
29248,"Jackson County, Tennessee",Tennessee,87
75989,"McNairy County, Tennessee",Tennessee,109
30020,"Perry County, Tennessee",Tennessee,135
122400,"Roane County, Tennessee",Tennessee,145
411007,"Bradley County, Tennessee",Tennessee,11
28303,"Meigs County, Tennessee",Tennessee,121
189537,"Hamblen County, Tennessee",Tennessee,63
48596,"Haywood County, Tennessee",Tennessee,75
56342,"Union County, Tennessee",Tennessee,173
76851,"Hardin County, Tennessee",Tennessee,71
547521,"Montgomery County, Tennessee",Tennessee,125
206201,"Dickson County, Tennessee",Tennessee,43
41874,"Morgan County, Tennessee",Tennessee,129
46464,"Grundy County, Tennessee",Tennessee,61
125370,"Monroe County, Tennessee",Tennessee,123
99997,"Henry County, Tennessee",Tennessee,79
74720,"Cocke County, Tennessee",Tennessee,29
34545,"Crockett County, Tennessee",Tennessee,33
64919,"DeKalb County, Tennessee",Tennessee,41
8098,"Lake County, Tennessee",Tennessee,95
2110474,"Knox County, Tennessee",Tennessee,93
39755,"Lewis County, Tennessee",Tennessee,101
137895,"McMinn County, Tennessee",Tennessee,107
108154,"Marshall County, Tennessee",Tennessee,117
75553,"Obion County, Tennessee",Tennessee,131
73265,"Rhea County, Tennessee",Tennessee,143
74945,"Scott County, Tennessee",Tennessee,151
152660,"Tipton County, Tennessee",Tennessee,167
211107,"Anderson County, Tennessee",Tennessee,1
91787,"Dyer County, Tennessee",Tennessee,45
85948,"Fentress County, Tennessee",Tennessee,49
123634,"Gibson County, Tennessee",Tennessee,53
1499535,"Hamilton County, Tennessee",Tennessee,65
55971,"Hardeman County, Tennessee",Tennessee,69
177657,"Loudon County, Tennessee",Tennessee,105
38570,"Polk County, Tennessee",Tennessee,139
1138738,"Rutherford County, Tennessee",Tennessee,149
66063,"Smith County, Tennessee",Tennessee,159
86306,"White County, Tennessee",Tennessee,185
658393,"Wilson County, Tennessee",Tennessee,189
445534,"Sullivan County, Tennessee",Tennessee,163
38322,"Unicoi County, Tennessee",Tennessee,171
128644,"Warren County, Tennessee",Tennessee,177
412479,"Washington County, Tennessee",Tennessee,179
76326,"Weakley County, Tennessee",Tennessee,183
31791,"Benton County, Tennessee",Tennessee,5
31867,"Bledsoe County, Tennessee",Tennessee,7
99514,"Campbell County, Tennessee",Tennessee,13
45771,"Cannon County, Tennessee",Tennessee,15
20763,"Houston County, Tennessee",Tennessee,83
336106,"Maury County, Tennessee",Tennessee,119
184054,"Polk County, Texas",Texas,373
19524,"Refugio County, Texas",Texas,391
217151,"Van Zandt County, Texas",Texas,467
149853,"Caldwell County, Texas",Texas,55
23818,"Wilbarger County, Texas",Texas,487
33642,"Martin County, Texas",Texas,317
18043,"Reagan County, Texas",Texas,383
30987,"Yoakum County, Texas",Texas,501
98531,"Hale County, Texas",Texas,189
88176,"Shelby County, Texas",Texas,419
48858,"Red River County, Texas",Texas,387
36363,"Runnels County, Texas",Texas,399
41608,"Ouachita County, Arkansas",Arkansas,103
24839,"Monroe County, Arkansas",Arkansas,95
55055,"Polk County, Arkansas",Arkansas,113
54247,"Conway County, Arkansas",Arkansas,29
25928,"Newton County, Arkansas",Arkansas,101
68820,"Arkansas County, Arkansas",Arkansas,1
21874,"Little River County, Arkansas",Arkansas,81
205088,"Lonoke County, Arkansas",Arkansas,85
92520,"Carroll County, Arkansas",Arkansas,15
119206,"Miller County, Arkansas",Arkansas,91
60459,"St. Francis County, Arkansas",Arkansas,123
1369014,"Pulaski County, Arkansas",Arkansas,119
227139,"White County, Arkansas",Arkansas,145
627896,"Merced County, California",California,47
155384,"Lake County, California",California,33
52384,"Mariposa County, California",California,43
25096,"Modoc County, California",California,49
144274,"Yuba County, California",California,115
5858839,"Contra Costa County, California",California,13
47552,"Inyo County, California",California,27
36328,"Lassen County, California",California,35
1594792,"Stanislaus County, California",California,99
2084918,"Santa Barbara County, California",California,83
2559891,"Sonoma County, California",California,97
170591,"Tehama County, California",California,103
375159,"Imperial County, California",California,25
81405,"Mono County, California",California,51
220342,"San Benito County, California",California,69
7890261,"Alameda County, California",California,1
5502992,"Sacramento County, California",California,67
918602,"El Dorado County, California",California,17
792148,"Napa County, California",California,55
1502574,"Monterey County, California",California,53
6396466,"San Francisco County, California",California,75
9497,"Sierra County, California",California,91
15032516,"San Diego County, California",California,73
1068944,"Tulare County, California",California,107
695246,"Yolo County, California",California,113
480463,"Humboldt County, California",California,23
623998,"Nevada County, California",California,57
3795,"Alpine County, California",California,3
404290,"Madera County, California",California,39
348275,"Mendocino County, California",California,45
1337031,"Santa Cruz County, California",California,87
35181,"Trinity County, California",California,105
61133501,"Los Angeles County, California",California,37
8195523,"Riverside County, California",California,65
6946990,"San Bernardino County, California",California,71
9101926,"Santa Clara County, California",California,85
2985061,"Marin County, California",California,41
2104888,"Placer County, California",California,61
135777,"Siskiyou County, California",California,93
587392,"Shasta County, California",California,89
1152651,"Solano County, California",California,95
56403,"Del Norte County, California",California,15
62874,"Colusa County, California",California,11
74735,"Glenn County, California",California,21
646191,"Butte County, California",California,7
230530,"Kings County, California",California,31
79886,"Plumas County, California",California,63
1417594,"San Luis Obispo County, California",California,79
3044139,"Fresno County, California",California,19
2607643,"Kern County, California",California,29
19312826,"Orange County, California",California,59
3935653,"Ventura County, California",California,111
183208,"Calaveras County, California",California,9
467335,"Sutter County, California",California,101
5048105,"San Mateo County, California",California,81
189932,"Tuolumne County, California",California,109
2395070,"San Joaquin County, California",California,77
131509,"Amador County, California",California,5
